description,cpv
frozen organic white cherimoya,15332000
frozen organic amarelle cherries,15332000
frozen organic brooks cherries,15332000
frozen organic bigarreu cherries,15332000
frozen organic bing cherries,15332000
frozen organic black republic cherries,15332000
frozen organic black schmidt cherries,15332000
frozen organic black tartarian cherries,15332000
frozen organic fiesta bing cherries,15332000
frozen organic garnet cherries,15332000
frozen organic king cherries,15332000
frozen organic chapman cherries,15332000
frozen organic lapin cherries,15332000
frozen organic larian cherries,15332000
frozen organic dark guines cherries,15332000
frozen organic montmorency cherries,15332000
frozen organic duke cherries,15332000
frozen organic early rivers cherries,15332000
frozen organic ruby bing cherries,15332000
frozen organic santina cherries,15332000
frozen organic geans/guines cherries,15332000
frozen organic sonata cherries,15332000
frozen organic lambert cherries,15332000
frozen organic stella cherries,15332000
frozen organic sweetheart cherries,15332000
frozen organic tartarian cherries,15332000
frozen organic maraschino cherries,15332000
frozen organic van cherries,15332000
frozen organic morello cherries,15332000
frozen organic royal ann cherries,15332000
frozen organic ranier cherries,15332000
frozen organic royal cherries,15332000
frozen organic buddha's hand citrons,15332000
frozen organic fingered citrons,15332000
frozen organic fo shoukan citrons,15332000
frozen organic bushakan citrons,15332000
frozen organic diamante citrons,15332000
frozen organic etrog citrons,15332000
frozen organic ponderosa citrons,15332000
frozen organic ben lear cranberries,15332000
frozen organic early black cranberries,15332000
frozen organic grycleski cranberries,15332000
frozen organic howe cranberries,15332000
frozen organic lingonberries,15332000
frozen organic mcfarlin cranberries,15332000
frozen organic mountain cranberries,15332000
frozen organic pilgrim cranberries,15332000
frozen organic searless cranberries,15332000
frozen organic stevens cranberries,15332000
frozen organic hudson bay currants,15332000
frozen organic waxy currants,15332000
frozen organic desert currants,15332000
frozen organic black currants,15332000
frozen organic red currants,15332000
frozen organic white currants,15332000
frozen organic asharasi dates,15332000
frozen organic barhi or barhee dates,15332000
frozen organic deglet noor dates,15332000
frozen organic fardh dates,15332000
frozen organic gundila dates,15332000
frozen organic halawi/halawy dates,15332000
frozen organic hilali dates,15332000
frozen organic khadrawi/khadrawy dates,15332000
frozen organic khalas dates,15332000
frozen organic khustawi dates,15332000
frozen organic khidri dates,15332000
frozen organic medjool/medjul dates,15332000
frozen organic mactoum dates,15332000
frozen organic neghal dates,15332000
frozen organic yatimeh dates,15332000
frozen organic zahidi dates,15332000
frozen organic pink dragonfruit,15332000
frozen organic yellow dragonfruit,15332000
frozen organic bardajic figs,15332000
frozen organic brown turkey figs,15332000
frozen organic calimyrna figs,15332000
frozen organic conadria figs,15332000
frozen organic dottado figs,15332000
frozen organic kadota figs,15332000
frozen organic mediterranean figs,15332000
frozen organic mission figs,15332000
frozen organic smyrna figs,15332000
frozen organic verdona figs,15332000
frozen organic white king figs,15332000
frozen organic early sulphur gooseberries,15332000
frozen organic goldendrop gooseberries,15332000
frozen organic langley gage gooseberries,15332000
frozen organic leveller gooseberries,15332000
frozen organic london gooseberries,15332000
frozen organic worcestershire gooseberries,15332000
frozen organic american worcesterberry gooseberries,15332000
frozen organic burgundy grapefruit,15332000
frozen organic duncan grapefruit,15332000
frozen organic foster grapefruit,15332000
frozen organic marsh grapefruit,15332000
frozen organic new zealand grapefruit,15332000
frozen organic rio red grapefruit,15332000
frozen organic ruby red grapefruit,15332000
frozen organic star ruby grapefruit,15332000
frozen organic triumph grapefruit,15332000
frozen organic alicante grapes,15332000
frozen organic almeria grapes,15332000
frozen organic alphonse lavalle grapes,15332000
frozen organic autumn king grapes,15332000
frozen organic autumn royal grapes,15332000
frozen organic autumn seedless grapes,15332000
frozen organic baresana grapes,15332000
frozen organic barlinka grapes,15332000
frozen organic beauty seedless grapes,15332000
frozen organic black beauty seedless grapes,15332000
frozen organic black emerald grapes,15332000
frozen organic black giant grapes,15332000
frozen organic black globe grapes,15332000
frozen organic black monukka grapes,15332000
frozen organic black pearl grapes,15332000
frozen organic black seedless grapes,15332000
frozen organic bonheur grapes,15332000
frozen organic calmeria grapes,15332000
frozen organic cardinal grapes,15332000
frozen organic catawba grapes,15332000
frozen organic chasselas/golden chasselas grapes,15332000
frozen organic christmas rose grapes,15332000
frozen organic concord grapes,15332000
frozen organic concord seedless grapes,15332000
frozen organic crimson seedless grapes,15332000
frozen organic dauphine grapes,15332000
frozen organic delaware grapes,15332000
frozen organic early muscat grapes,15332000
frozen organic early sweet grapes,15332000
frozen organic emerald seedless grapes,15332000
frozen organic emperatriz grapes,15332000
frozen organic emperor grapes,15332000
frozen organic empress grapes,15332000
frozen organic exotic grapes,15332000
frozen organic fantasy grapes,15332000
frozen organic fantasy seedless grapes,15332000
frozen organic flame grapes,15332000
frozen organic flame seedless grapes,15332000
frozen organic flame tokay grapes,15332000
frozen organic flaming red grapes,15332000
frozen organic galaxy seedless grapes,15332000
frozen organic gamay grapes,15332000
frozen organic gold grapes,15332000
frozen organic hanepoot or honeypot grapes,15332000
frozen organic italia grapes,15332000
frozen organic jade seedless grapes,15332000
frozen organic jubilee grapes,15332000
frozen organic king ruby grapes,15332000
frozen organic kyoho grapes,15332000
frozen organic la rochelle grapes,15332000
frozen organic lady finger grapes,15332000
frozen organic late seedless grapes,15332000
frozen organic majestic seedless grapes,15332000
frozen organic malaga grapes,15332000
frozen organic marroo seedless grapes,15332000
frozen organic muscadine grapes,15332000
frozen organic muscat flame grapes,15332000
frozen organic muscat grapes,15332000
frozen organic muscat seedless grapes,15332000
frozen organic napoleon grapes,15332000
frozen organic negria grapes,15332000
frozen organic new cross grapes,15332000
frozen organic niabell grapes,15332000
frozen organic niagara grapes,15332000
frozen organic olivette grapes,15332000
frozen organic perlette grapes,15332000
frozen organic perlon grapes,15332000
frozen organic prima black seedless grapes,15332000
frozen organic princess grapes,15332000
frozen organic queen grapes,15332000
frozen organic red blush grapes,15332000
frozen organic red globe grapes,15332000
frozen organic red malaga grapes,15332000
frozen organic red seedless grapes,15332000
frozen organic regina grapes,15332000
frozen organic ribier grapes,15332000
frozen organic rosita grapes,15332000
frozen organic rouge grapes,15332000
frozen organic royal black seedless grapes,15332000
frozen organic ruby red seedless grapes,15332000
frozen organic ruby seedless grapes,15332000
frozen organic scarlet royal grapes,15332000
frozen organic scuppernong grapes,15332000
frozen organic sugarose grapes,15332000
frozen organic sugarthirteen grapes,15332000
frozen organic sugraone grapes,15332000
frozen organic sugrasixteen grapes,15332000
frozen organic sultana sun red grapes,15332000
frozen organic summer royal grapes,15332000
frozen organic sunset grapes,15332000
frozen organic superior seedless grapes,15332000
frozen organic thompson seedless grapes,15332000
frozen organic tokay/pinot gris grapes,15332000
frozen organic waltman cross grapes,15332000
frozen organic white seedless grapes,15332000
frozen organic zante current grapes,15332000
frozen organic black corinth grapes,15332000
frozen organic canner grapes,15332000
frozen organic dovine grapes,15332000
frozen organic fiesta grapes,15332000
frozen organic selma pete grapes,15332000
frozen organic sultana grapes,15332000
frozen organic alicante bouschet grapes,15332000
frozen organic barbera grapes,15332000
frozen organic burger grapes,15332000
frozen organic cabernet franc grapes,15332000
frozen organic cabernet sauvignon grapes,15332000
frozen organic carignane grapes,15332000
frozen organic carnelian grapes,15332000
frozen organic catarratto grapes,15332000
frozen organic centurian grapes,15332000
frozen organic charbono grapes,15332000
frozen organic chardonnay grapes,15332000
frozen organic chenin blanc grapes,15332000
frozen organic cinsaut grapes,15332000
frozen organic dolcetto grapes,15332000
frozen organic emerald riesling grapes,15332000
frozen organic french colombard grapes,15332000
frozen organic gamay napa grapes,15332000
frozen organic gamay beaujolais grapes,15332000
frozen organic gewurztraminer grapes,15332000
frozen organic grenache grapes,15332000
frozen organic grenache blanc grapes,15332000
frozen organic lagrein grapes,15332000
frozen organic lambrusco grapes,15332000
frozen organic malbec grapes,15332000
frozen organic malvasia bianca grapes,15332000
frozen organic marsanne grapes,15332000
frozen organic mataro grapes,15332000
frozen organic merlot grapes,15332000
frozen organic meunier grapes,15332000
frozen organic mission grapes,15332000
frozen organic montepulciano grapes,15332000
frozen organic muscat blanc grapes,15332000
frozen organic muscat hamburg grapes,15332000
frozen organic muscat of alexandria grapes,15332000
frozen organic muscat orange grapes,15332000
frozen organic nebbiolo grapes,15332000
frozen organic palomino grapes,15332000
frozen organic petit verdot grapes,15332000
frozen organic petite sirah grapes,15332000
frozen organic pinot blanc grapes,15332000
frozen organic pinot gris grapes,15332000
frozen organic pinot noir grapes,15332000
frozen organic primitivo grapes,15332000
frozen organic roussanne grapes,15332000
frozen organic royalty grapes,15332000
frozen organic rubired grapes,15332000
frozen organic ruby cabernet grapes,15332000
frozen organic salvador grapes,15332000
frozen organic sangiovese grapes,15332000
frozen organic sauvignon blanc grapes,15332000
frozen organic sauvignon musque grapes,15332000
frozen organic semillon grapes,15332000
frozen organic souzao grapes,15332000
frozen organic st emilion grapes,15332000
frozen organic symphony grapes,15332000
frozen organic syrah grapes,15332000
frozen organic tannat grapes,15332000
frozen organic tempranillo grapes,15332000
frozen organic teroldego grapes,15332000
frozen organic tocai friulano grapes,15332000
frozen organic touriga nacional grapes,15332000
frozen organic triplett blanc grapes,15332000
frozen organic viognier grapes,15332000
frozen organic white riesling grapes,15332000
frozen organic zinfandel grapes,15332000
frozen organic beaumont guavas,15332000
frozen organic carrley guavas,15332000
frozen organic lucida guavas,15332000
frozen organic pineapple guava,15332000
frozen organic black winter huckleberries,15332000
frozen organic cascade huckleberries,15332000
frozen organic dwarf huckleberries,15332000
frozen organic mountain huckleberries,15332000
frozen organic red huckleberries,15332000
frozen organic ananasnaja kiwi fruit,15332000
frozen organic arctic beauty kiwi fruit,15332000
frozen organic blake kiwi fruit,15332000
frozen organic hayward kiwi fruit,15332000
frozen organic issai kiwi fruit,15332000
