Description,CPV
maling og lakk fjerner,44832100
fortynningsmiddel,44832200
stones for construction limestone gypsum and slate,44900000
stone for building,44910000
bygningsstein av marmor og kalkstein,44911000
marmor,44911100
travertin,44911200
diverse bygningsstein,44912000
granitt,44912100
sandstein,44912200
basalt,44912300
kantstein,44912400
limestone gypsum and chalk,44920000
kalkstein og gips,44921000
gips,44921100
kalk,44921200
kalkmel,44921210
kalkstein,44921300
kritt og dolomitt,44922000
kritt,44922100
dolomitt,44922200
slate,44930000
construction and construction activities,45000000
construction and construction activities,45000000
preparatory construction work,45100000
demolition of buildings and earthworks,45110000
nedrivning forbereding og rydding av byggeplass,45111000
nedrivningsarbeid,45111100
forbereding og rydding av byggeplass,45111200
sprenging og tilhørende steinfjerning,45111210
sprenging,45111211
steinfjerning,45111212
rydding av byggeplass,45111213
rydding ved hjelp av sprengingsarbeid,45111214
fjerning av kratt,45111220
grunnstabiliseringsarbeid,45111230
grunndrenering,45111240
grunnundersøkelser,45111250
forberedende anleggsarbeid ved gruvedrift,45111260
klargjøringsarbeider for anleggsarbeid,45111290
tomteinndeling,45111291
demonteringsarbeid,45111300
demonteringsarbeid av militærinstallasjoner,45111310
demonteringsarbeid av sikkerhetsinnstallasjoner,45111320
utgravning og fjerning av jord,45112000
grøftegraving,45112100
fjerning av jordsmonn,45112200
fjerning av øvre jordsmonn,45112210
utfylling og landvinningsarbeid,45112300
utfylling,45112310
landvinningsarbeid,45112320
tomtvinningsarbeid,45112330
rensing av jordsmonn,45112340
gjenvinning av udyrket jord,45112350
gjenopprettelsesarbeid av land,45112360
utgraving,45112400
graving av graver,45112410
utgraving til kjellere,45112420
anlegg av terrasser i skråninger,45112440
anlegg av terrasser,45112441
arkeologiske utgravninger,45112450
flytting av jord,45112500
skjæring og fyllinger,45112600
arbeid i forbindelse med landskapsarkitektur,45112700
utformning av grøntområder,45112710
utformning av parker,45112711
utformning av hager,45112712
utformning av takhager,45112713
utformning av kirkegårder,45112714
utforming av idrettsplasser og rekreasjonsområder,45112720
utformning av golfbaner,45112721
utformning av rideområder,45112722
utformning av lekeplasser,45112723
anleggsgartnerarbeid for veier og motorveier,45112730
anleggsgartnerarbeid rundt flyplasser,45112740
byggeplassarbeid,45113000
test drilling and drilling,45120000
prøvedrilling,45121000
prøveboring,45122000
parts of or complete constructions as well as construction work,45200000
construction work,45210000
bygging av flerbolighus og eneboliger,45211000
bygging av hus,45211100
byggningsarbeid i forbindelse med vernede boliger,45211200
byggningsarbeid i forbindelse med hus,45211300
byggningsarbeid i forbindelse med baderom,45211310
byggningsarbeid i forbindelse med hall vestibyle forstue,45211320
byggningsarbeid i forbindelse med flerbolighus,45211340
byggningsarbeid i forbindelse med leiligheter,45211341
byggningsarbeid i forbindelse med flerbruksbygninger,45211350
byggningsarbeid i forbindelse med byutvikling,45211360
byggningsarbeid i forbindelse med badstua,45211370
bygge- og anleggsarbeid på bygninger knyttet til fritid sport kultur overnatting og restauranter,45212000
byggningsarbeid i forbindelse med fritidsfasiliteter,45212100
bygge- og anleggsarbeid i forbindelse med fritidssenter,45212110
bygge- og anleggsarbeid i forbindelse med temapark,45212120
bygge- og anleggsarbeid i forbindelse med fornøyelsespark,45212130
rekreasjonsanlegg,45212140
bygge- og anleggsarbeid i forbindelse med kino,45212150
bygge- og anleggsarbeid i forbindelse med kasino,45212160
byggningsarbeid i forbindelse med bygning til underholdningsformål,45212170
byggningsarbeid i forbindelse med senter til underholdningsformål,45212171
bygge- og anleggsarbeid i forbindelse med rekreasjonssenter,45212172
bygge- og anleggsarbeid i forbindelse med billettkontorer,45212180
solskjermingsarbeid,45212190
bygge- og anleggsarbeid i forbindelse med idrettsanlegg,45212200
bygge- og anleggsarbeid i forbindelse med idrettsanlegg til en enkelt sportsgren,45212210
bygge- og anleggsarbeid i forbindelse med skøytebaner,45212211
byggearbeid i forbindelse med svømmebassenger,45212212
arbeider i forbindelse med oppmerking for sport,45212213
byggningsarbeid i forbindelse med flerbruks sportsfasiliteter,45212220
byggearbeid i forbindelse med konstruksjon av idrettplasser,45212221
byggningsarbeid i forbindelse med gymnastikksal,45212222
byggningsarbeid i forbindelse med vintersportsanlegg,45212223
byggningsarbeid i forbindelse med stadion,45212224
byggningsarbeid i forbindelse med idrettshall,45212225
installering av garderober,45212230
reparasjon og vedlikehold av idrettsanlegg,45212290
arbeid i forbindelse med kunst- og kulturbygninger,45212300
bygge- og anleggsarbeid i forbindelse med utstillingsbygninger,45212310
byggearbeid i forbindelse med kunstgalleri,45212311
byggearbeid i forbindelse med utstillingssenter,45212312
byggearbeid i forbindelse med museum,45212313
bygge- og anleggsarbeid i forbindelse med historisk monument eller minnesmerke,45212314
bygge- og anleggsarbeid i forbindelse med bygninger for kunstneriske aktiviteter,45212320
bygge- og anleggsarbeid i forbindelse med konsertsal auditorium,45212321
bygge- og anleggsarbeid i forbindelse med teater,45212322
bygge- og anleggsarbeid i forbindelse med bibliotek,45212330
bygge- og anleggsarbeid i forbindelse med multimediabibliotek,45212331
bygge- og anleggsarbeid i forbindelse med foredragssal,45212340
bygninger av særlig historisk eller arkitektonisk verdi,45212350
bygge- og anleggsarbeid i forbindelse med forhistorisk monument,45212351
bygge- og anleggsarbeid i forbindelse med industrielt monument,45212352
bygge- og anleggsarbeid i forbindelse med slott,45212353
bygge- og anleggsarbeid i forbindelse med borg,45212354
bygge- og anleggsarbeid i forbindelse med bygninger til religiøse formål,45212360
bygge- og anleggsarbeid i forbindelse med kirke,45212361
hotell- og restaurantbygninger,45212400
bygge- og anleggsarbeid i forbindelse med bygninger til innkvartering,45212410
bygge- og anleggsarbeid i forbindelse med hoteller,45212411
bygge- og anleggsarbeid i forbindelse med herberge,45212412
bygge- og anleggsarbeid i forbindelse med overnattingslokaler for korttidsopphold,45212413
bygge- og anleggsarbeid i forbindelse med restauranter og lignende,45212420
bygge- og anleggsarbeid i forbindelse med restauranter,45212421
bygge- og anleggsarbeid i forbindelse med kantine,45212422
bygge- og anleggsarbeid i forbindelse med kafeteria,45212423
ombygning for kjøkken eller restaurant,45212500
bygge- og anleggsarbeid i forbindelse med pavilliong,45212600
bygge- og anleggsarbeid i forbindelse med forretningsbygninger lagerhus og industribygninger samt bygninger knyttet til transport,45213000
anleggsarbeid av forretningsbygninger,45213100
bygge- og anleggsarbeid i forbindelse med butikkbygninger,45213110
bygge- og anleggsarbeid i forbindelse med kjøpesenter,45213111
bygge- og anleggsarbeid i forbindelse med butikkenheter,45213112
bygge- og anleggsarbeid i forbindelse med postkontor,45213120
bygge- og anleggsarbeid i forbindelse med banker,45213130
bygge- og anleggsarbeid i forbindelse med marked,45213140
bygge- og anleggsarbeid i forbindelse med overbygd marked,45213141
bygge- og anleggsarbeid i forbindelse med utomhus marked,45213142
bygge- og anleggsarbeid i forbindelse med kontorbygning,45213150
anleggsarbeid i forbindelse med oppføring av lagerhus og industribygninger,45213200
kjøle- og fryseanlegg,45213210
anleggsarbeid av lager- og varehus,45213220
bygge- og anleggsarbeid i forbindelse med varehus og lagerbygninger,45213221
bygge- og anleggsarbeid i forbindelse med slakteri,45213230
bygge- og anleggsarbeid i forbindelse med landbruksbygninger,45213240
bygge- og anleggsarbeid i forbindelse med låve,45213241
bygge- og anleggsarbeid i forbindelse med fjøs,45213242
anleggsarbeid av industribygninger,45213250
bygge- og anleggsarbeid i forbindelse med industrienheter,45213251
bygge- og anleggsarbeid i forbindelse med verksteder,45213252
bygge- og anleggsarbeid i forbindelse med lagringsdepot,45213260
bygge- og anleggsarbeid i forbindelse med resirkuleringsanlegg,45213270
bygge- og anleggsarbeid i forbindelse med kompostanlegg,45213280
bygninger tilknyttet transport,45213300
bygge- og anleggsarbeid i forbindelse med bygninger knyttet til veitransport,45213310
bygge- og anleggsarbeid i forbindelse med busstasjon,45213311
bygge- og anleggsarbeid i forbindelse med parkeringshus,45213312
bygge- og anleggsarbeid i forbindelse med betjeningsanleggbygning,45213313
bygge- og anleggsarbeid i forbindelse med bussgarasje,45213314
byggearbeid i forbindelse med ly på bussholdeplass,45213315
installasjonsarbeid av gangvei,45213316
bygge- og anleggsarbeid i forbindelse med bygninger knyttet til jernbanetransport,45213320
bygge- og anleggsarbeid i forbindelse med jernbanestasjon,45213321
bygge- og anleggsarbeid i forbindelse med jernbaneterminal,45213322
bygge- og anleggsarbeid i forbindelse med bygninger knyttet til lufttransport,45213330
bygge- og anleggsarbeid i forbindelse med lufthavnbygninger,45213331
bygge- og anleggsarbeid i forbindelse med lufthavnkontrolltårn,45213332
installasjonsarbeid av flyplass innsjekkingsskranker,45213333
bygge- og anleggsarbeid i forbindelse med bygninger knyttet til sjøtransport,45213340
bygge- og anleggsarbeid i forbindelse med fergeterminalbygning,45213341
bygge- og anleggsarbeid i forbindelse med ro -ro terminal,45213342
bygge- og anleggsarbeid i forbindelse med bygninger knyttet til ulike transportmåter,45213350
bygge- og anleggsarbeid i forbindelse med vedlikeholdshangar,45213351
bygge- og anleggsarbeid i forbindelse med servicedepot,45213352
installasjonsarbeid av passasjerbroer til av/påstigning,45213353
installasjonsarbeid av mannskapsrom,45213400
bygge- og anleggsarbeid i forbindelse med bygninger knyttet til utdannelse og forskning,45214000
bygge- og anleggsarbeid i forbindelse med barnehager,45214100
bygge- og anleggsarbeid i forbindelse med skolebygninger,45214200
bygge- og anleggsarbeid i forbindelse med grunnskole,45214210
bygge- og anleggsarbeid i forbindelse med ungdomsskole/videregående skole,45214220
bygge- og anleggsarbeid i forbindelse med spesialskole,45214230
bygge- og anleggsarbeid i forbindelse med høgskolebygninger,45214300
bygge- og anleggsarbeid i forbindelse med yrkesskole fagskole,45214310
bygge- og anleggsarbeid i forbindelse med teknisk fagskole,45214320
bygge- og anleggsarbeid i forbindelse med universitetsbygninger,45214400
bygge- og anleggsarbeid i forbindelse med polyteknisk høyskole,45214410
bygge- og anleggsarbeid i forbindelse med auditorium,45214420
bygge- og anleggsarbeid i forbindelse med språklaboratorium,45214430
bygge- og anleggsarbeid i forbindelse med bygninger til videregående utdannelse,45214500
bygge- og anleggsarbeid i forbindelse med forskningsbygninger,45214600
bygge- og anleggsarbeid i forbindelse med laboratoriebygninger,45214610
bygge- og anleggsarbeid i forbindelse med forsknings- og testingsanstalter,45214620
vitenskapelige anlegg,45214630
installasjonsarbeid av rene rom,45214631
bygge- og anleggsarbeid i forbindelse med meteorologiske stasjoner,45214640
bygge- og anleggsarbeid i forbindelse med studentboliger,45214700
byggningsarbeid i forbindelse med inngangsparti,45214710
utdanningssenter,45214800
bygge- og anleggsarbeid i forbindelse med bygninger til helse- og sosialetat krematorier og offentlige toaletter,45215000
bygge- og anleggsarbeid i forbindelse med bygninger til helsevesenet,45215100
bygge- og anleggsarbeid i forbindelse med kurbad,45215110
bygge- og anleggsarbeid i forbindelse med spesialmedisinsk bygning,45215120
bygge- og anleggsarbeid i forbindelse med klinikk,45215130
bygge- og anleggsarbeid i forbindelse med sykehusfasiliteter,45215140
bygge- og anleggsarbeid i forbindelse med operasjonsstue,45215141
bygge- og anleggsarbeid i forbindelse med intensivavdeling,45215142
bygge- og anleggsarbeid i forbindelse med rom til røntgendiagnosering,45215143
bygge- og anleggsarbeid i forbindelse med rom til screening,45215144
bygge- og anleggsarbeid i forbindelse med fluoroskopirom,45215145
bygge- og anleggsarbeid i forbindelse med patologi lokaler,45215146
bygge- og anleggsarbeid i forbindelse med rettsmedisinske rom,45215147
bygge- og anleggsarbeid i forbindelse med kateterrom,45215148
bygge- og anleggsarbeid i forbindelse med bygninger til sosialomsorg,45215200
bygge- og anleggsarbeid i forbindelse med omsorgs- og pleieboliger,45215210
bygge- og anleggsarbeid i forbindelse med pensjonisthjem,45215212
bygge- og anleggsarbeid i forbindelse med pleiehjem sykehjem,45215213
bygge- og anleggsarbeid i forbindelse med beboelseshjem,45215214
bygge- og anleggsarbeid i forbindelse med barnehjem,45215215
bygge- og anleggsarbeid i forbindelse med sosial bygninger unntatt omsorgs- og pleieboliger,45215220
bygge- og anleggsarbeid i forbindelse med dagsenter,45215221
bygge- og anleggsarbeid i forbindelse med administrasjonssenter,45215222
